0,10,20,30,40,50,60,70,80,90
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106,96.37110106
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
96.74155914947362,96.74155873350715,96.74155719309371,96.74155808814331,96.74156228042749,96.74155790176829,96.74155870720013,96.74155649295805,96.74155844211587,96.74155860472953
97.25174800014629,97.25174434410228,97.24846155916444,96.74155808814331,96.74156228042749,97.25175526039897,96.74155870720013,97.24846642189729,96.74155844211587,96.74155860472953
97.25174800014629,97.25174434410228,97.24846155916444,96.74155808814331,96.74156228042749,97.25175526039897,96.74155870720013,97.24846642189729,96.74155844211587,96.74155860472953
97.25174800014629,97.25174434410228,97.24846155916444,96.74155808814331,96.74156228042749,97.25175526039897,96.74155870720013,97.24846642189729,96.74155844211587,96.74155860472953
97.25174800014629,97.25174434410228,97.24846155916444,97.03785479930977,96.74156228042749,97.25175526039897,97.01080026895362,97.24846642189729,97.03763398274856,96.74155860472953
97.25174800014629,97.25174434410228,97.24846155916444,97.03785479930977,96.74156228042749,97.25175526039897,97.01080026895362,97.24846642189729,97.03763398274856,96.9034464159792
97.25174800014629,97.25174434410228,97.24846155916444,97.03785479930977,97.4862902890466,97.25175526039897,97.01080026895362,97.24846642189729,97.03763398274856,96.9034464159792
