h2_ratio,Pmeoh,Tmeoh,reactor_mode,recycle_ratio,Vmeoh,Tdme,Pdme,xmeoh,xdme,n_trays1,n_trays2,feed_loc1,feed_loc2
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
3.084609375,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,5325.195313,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,287.0859375,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.173828125,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.959873047,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,15.27485593,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,326.9238281,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1841.992188,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.173828125,0.408203125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.923828125,56.60367187,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,44.58023437,22.42007813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,20.82632813,0.690515351,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.919682018,0.546415441
2.170546875,7737.304688,262.1953125,0.294921875,0.982861328,12.66409284,263.3496094,1364.648438,0.287109375,0.408203125,56.60367187,22.42007813,0.690515351,0.591452206
2.170546875,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,7737.304688,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,262.1953125,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.294921875,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.982861328,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,12.66409284,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,263.3496094,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1364.648438,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.287109375,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.408203125,44.58023437,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,56.60367187,20.82632813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,22.42007813,0.919682018,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.690515351,0.591452206
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.546415441
3.084609375,5325.195313,287.0859375,0.173828125,0.959873047,15.27485593,326.9238281,1841.992188,0.173828125,0.923828125,44.58023437,20.82632813,0.919682018,0.591452206
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
2.184609375,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,8575.195313,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,233.0859375,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.673828125,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.987373047,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,20.11801065,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,274.4238281,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,1191.992188,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.673828125,0.908203125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.423828125,73.70367188,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,61.68023438,17.32007813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,15.72632813,0.844901316,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.765296053,0.6640625
3.070546875,10987.30469,208.1953125,0.794921875,0.955361328,17.50724756,315.8496094,2014.648438,0.787109375,0.908203125,73.70367188,17.32007813,0.844901316,0.473805147
3.070546875,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,10987.30469,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,208.1953125,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.794921875,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.955361328,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,17.50724756,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,315.8496094,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,2014.648438,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.787109375,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.908203125,61.68023438,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,73.70367188,15.72632813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,17.32007813,0.765296053,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.844901316,0.473805147
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.6640625
2.184609375,8575.195313,233.0859375,0.673828125,0.987373047,20.11801065,274.4238281,1191.992188,0.673828125,0.423828125,61.68023438,15.72632813,0.765296053,0.473805147
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
2.634609375,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6950.195313,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,206.0859375,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.423828125,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.973623047,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,12.85327857,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,300.6738281,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1516.992188,0.537109375,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.423828125,0.658203125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.673828125,65.15367188,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,53.13023438,14.77007813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,13.17632813,0.767708333,0.487591912
3.520546875,6112.304688,289.1953125,0.044921875,0.941611328,19.92882492,237.0996094,1689.648438,0.537109375,0.658203125,65.15367188,14.77007813,0.842489035,0.487591912
